"number","date","title","summary","content","art19_uuid","published_at","byte_size","duration"
21,"2020-03-06","EP21 リモートワークの感想共有会","mktakuya、ふっくん、とっしーの3人で、リモートワークについて話しました。","* [モンスター パイプラインパンチ - Amazon.co.jp](https://amzn.to/39sJm4C)
* [Happy Hacking Keyboard Professional HYBRID Type-S 日本語配列／墨｜PFUダイレクト](https://www.pfu.fujitsu.com/direct/hhkb/detail_pd-kb820bs.html)
* [ゆるふわPodcast 第20回 収録後記 - ゆるふわノート](https://note.com/toshiemon18/n/n052452fbe61a?magazine_key=m8fca91e899b7)
* [完全食 BASE BREAD® （ベースブレッド） – BASE FOOD JP](https://shop.basefood.co.jp/products/basebread)
* [#331:リモートワーク必須時代の遠隔会議術 – backspace.fm](http://backspace.fm/episode/331/)
* [物理オフィスがない完全リモートワークまでの10年間の道のり \| Social Change!](https://kuranuki.sonicgarden.jp/2018/05/steptoremote.html)

<iframe class=""note-embed"" src=""https://note.com/embed/notes/nbef519616f4a"" style=""border: 0; display: block; max-width: 99%; width: 494px; padding: 0px; margin: 10px 0px; position: static; visibility: visible;"" height=""400""></iframe><script async src=""https://note.com/scripts/embed.js"" charset=""utf-8""></script>
","138c987e-0a82-444e-83c6-b3a9a9ec5bf1","2020-03-05 23:00:00",25164695,"2097.031837"
22,"2020-03-20","EP22 例のワニとあつ森、スキマ時間をうまく使う話","mktakuya、ふっくん、とっしーの3人で、お詫びと訂正、例のワニ、CEOFM、ニンテンドーカタログチケット、あつまれ どうぶつの森、GTDについて話しました。","* [EP16 正月休み明け回 どこに文章を書くか、強いエンジニアという灯](https://yuru28.com/16)
* [強いエンジニアという灯（あかり） - Speaker Deck](https://speakerdeck.com/nay3/qiang-ienziniatoiudeng)
* [EP16の告知ツイート - Twitter](https://twitter.com/yuru28club/status/1218154431696359425)
* [「100日後に死ぬワニ」  - Twitter](https://twitter.com/yuukikikuchi/status/1205120078322159617)
* [CEOFM #55 - Twitter](https://twitter.com/tchikuba/status/1240220925108219907)
* [2本でお得 ニンテンドーカタログチケット｜任天堂](https://ec.nintendo.com/JP/ja/pretickets/70020000000021)
* [あつまれ どうぶつの森 \| Nintendo Switch \| 任天堂](https://www.nintendo.co.jp/switch/acbaa/index.html)
* [どうぶつの森 ポケットキャンプ \| 任天堂](https://ac-pocketcamp.com/ja-JP/site)
* [Getting Things Done - Wikipedia](https://ja.wikipedia.org/wiki/Getting_Things_Done)


<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""https://rcm-fe.amazon-adsystem.com/e/cm?ref=qf_sp_asin_til&t=yuru28-22&m=amazon&o=9&p=8&l=as1&IS2=1&detail=1&asins=4576151878&linkId=c86eb0491807df429e9a28ef836e1ed8&bc1=ffffff&lt1=_top&fc1=333333&lc1=0066c0&bg1=ffffff&f=ifr"">
</iframe>

<iframe style=""width:120px;height:240px;"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" frameborder=""0"" src=""https://rcm-fe.amazon-adsystem.com/e/cm?ref=tf_til&t=yuru28-22&m=amazon&o=9&p=8&l=as1&IS2=1&detail=1&asins=4484191040&linkId=133b46436fb9357ea465177ddea9fd3b&bc1=ffffff&lt1=_top&fc1=333333&lc1=0066c0&bg1=ffffff&f=ifr"">
</iframe>

","0de574f6-7530-4287-a4ca-258160641a28","2020-03-19 23:00:00",24625214,"2052.075102"
23,"2020-04-03","EP23 リモートワーク1ヶ月の近況、椅子・机、回線等について語る","mktakuya、ふっくん、とっしーの3人で、1ヶ月位リモートワークした近況報告、リモートワークと椅子・机・インターネット回線、Podcast収録・編集環境、YAPC::Hokkaido 2016 SAPPOROの思い出などについて話しました。","* もう少しで1周年
* [Baron (バロン)｜チェア｜株式会社オカムラ](https://www.okamura.co.jp/product/seating/baron/)
* [リモートワークで注目のオンライン会議ツール「Zoom」ってどんなアプリ？ - ケータイ Watch](https://k-tai.watch.impress.co.jp/docs/column/teppan/1240155.html)
* [Podcasting Setup 2020 - Tatsuhiko Miyagawa’s Blog](https://weblog.bulknews.net/podcasting-setup-2020-db90240423d7)
* [Overcast](https://overcast.fm/)
* [Call Recorder for Skype - The Skype Audio/Video HD Call Recording Solution for Mac - Ecamm Network](https://www.ecamm.com/mac/callrecorder/)
* [Podcasting Guide 2017 - Tatsuhiko Miyagawa’s Blog](https://weblog.bulknews.net/podcasting-guide-2017-2e88531a367d)
* [YAPC::Hokkaido 2016 SAPPORO](https://yapcjapan.org/2016hokkaido/)
* [Jun OHWADAさん (@june29) / Twitter](https://twitter.com/june29)
* [TVアニメ「僕だけがいない街」公式サイト](https://bokumachi-anime.com/)
* [「4/12 (Fri) 19:30 から東京でミートアップと公開収録を開催します！ https://t.co/96qVa62TVV #rebuildfm」 - Twitter](https://twitter.com/rebuildfm/status/1115065457256439809)

","c8cf6260-98c3-42b3-a4bb-da66ab91be80","2020-04-02 23:00:00",23088778,"1923.971167"
24,"2020-04-17","EP24 1996年生まれ世代のカラオケ話","名探偵コナン 緋色の弾丸、とっしー誕生日、どうぶつの森、10万円給付、季節のイベントを大事にしたい、ハイパーおはよウナギ ACロボ、1996年生まれ世代の流行った曲・カラオケ定番曲などについて話しました。","* [名探偵コナン　紺青の拳（フィスト） - 金曜ロードシネマクラブ](https://kinro.ntv.co.jp/lineup/20200417)
* [劇場版『名探偵コナン 緋色の弾丸』](https://www.conan-movie.jp/)
* [とっしーさんはTwitterを使っています 「age++;」 / Twitter](https://twitter.com/toshiemon18/status/1250442705571741698)
* [国民に1人10万円支給　手続きは郵送やオンラインで - ねとらぼ](https://nlab.itmedia.co.jp/nl/articles/2004/17/news145.html)
* 季節のイベントを大事にしたい
* [宅配寿司【銀のさら】](https://www.ginsara.jp/)
* [ハイパーおはよウナギとは - ニコニコ大百科](https://dic.nicovideo.jp/a/%E3%83%8F%E3%82%A4%E3%83%91%E3%83%BC%E3%81%8A%E3%81%AF%E3%82%88%E3%82%A6%E3%83%8A%E3%82%AE)
* 世代の話
* カラオケの話

","924e59a4-94d8-4c15-8c06-e6d343e4aedc","2020-04-16 23:00:00",30344863,"2528.6535"
25,"2020-05-01","EP25 1周年だけどいつも通りな回","ゆるふわPodcast 1周年、サイトリニューアル、お便りコーナー新設したのでお便りください、EP1の答え合わせ、2年目にやりたいことなどについて話しました。","- [オーディオインターフェイス Scarlett Solo](https://amzn.to/2z8cXDm)
- ゆるふわPodcast 1周年
- [Jekyll](http://jekyllrb-ja.github.io/)
- [Ruby on Rails](https://rubyonrails.org/)
- [お便りコーナー新設](https://twitter.com/mktakuya/status/1255492467740327937)
- [EP14 高専卒Web系エンジニアがキャリアについて語る回](https://yuru28.com/14)
- [ゆるふわPodcast EP1](https://yuru28.com/1)
- [攻殻機動隊 SAC_2045 公式サイト](https://www.ghostintheshell-sac2045.jp/)
","c3344e30-040b-45d0-8e28-8529dbc4cd50","2020-05-03 23:00:00",21714542,"1809.476417"
26,"2020-05-08","EP26 今回から試験的に毎週配信してみるよ","お便りコーナー、マイナポータル、副都知事とIT大臣、PC、やり抜く力 GRIT、FUN part2 Advent Calendar 2019などについて語りました。","* イントロ
* [Podcastのサイト改善](https://yuru28.com)
* プランク
* オカムラ 椅子
* お便りコーナー
* [マイナポータル](https://myna.go.jp)
* [特別定額給付金申請書の見本（PDF注意）](https://www.soumu.go.jp/main_content/000685171.pdf)
* [令和２年５月８日　東京都新型コロナウイルス感染症対策最新情報 - YouTube](https://www.youtube.com/watch?v=ptGWiwBMjIE&t=249s)
* PCの話
* [やり抜く力 GRIT(グリット) - Amazon.co.jp](https://amzn.to/2SNL7TO)
* [小さなチーム、大きな仕事（REWORK） - Amazon.co.jp](https://amzn.to/2YL0iAL)
* [強いチームはオフィスを捨てる（REMOTE） - Amazon.co.jp](https://amzn.to/2YMa1a5)
* [テック系Podcastのススメ - kouki’s blog](https://blog.kmdkuk.com/2019/12/19/%E3%83%86%E3%83%83%E3%82%AF%E7%B3%BBpodcast%E3%81%AE%E3%82%B9%E3%82%B9%E3%83%A1.html)","79e5e0a5-0f40-4a30-8184-d54a5f0cd8f2","2020-05-10 23:00:00",25014616,"2084.467167"
27,"2020-05-15","EP27 大人のクラブ活動","インターネットクラブ、さよならインターネット、特別定額給付金、『未来型国家エストニアの挑戦: 電子政府がひらく世界』、Podcastの構成などについて話しました。","- [デジタル新時代のエナジードリンク「ZONe(ゾーン)」、10～20代のデジタルネイティブ層へ訴求 β版は大学・ネットで話題に｜食品産業新聞社ニュースWEB](https://www.ssnp.co.jp/news/beverage/2020/05/2020-0512-1155-14.html)
- [アンリアルライフ](http://www.unreal-life.net/)
- [EP26](https://yuru28.com/26)から毎週配信してます
- [インターネットクラブのホームページ💻](https://wwwinternet.club/)
- [@kamiko_ さん（Instagram）](https://www.instagram.com/kamiko_/)
- [まみぺこ さん（Twitter）](https://twitter.com/mamipeko/)
- [樽前FM](https://tarumaefm.com/) - mktakuyaが高専時代にやっていたPodcast
- [インターネットクラブ『さよならインターネット』Sayonara Internet 👋 - YouTube](https://www.youtube.com/watch?v=lfPRp1GVN_E)
- [ロケタッチ、サービス終了のお知らせ : ロケタッチおしらせブログ](http://blog.tou.ch/sayonara)
- [「Favstar」「Klout」終了へ　老舗のTwitter連携サービス - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/1805/17/news062.html)
- [Google+ - Wikipedia](https://ja.wikipedia.org/wiki/Google%2B)
- [じゅーん さん（Twitter）](https://twitter.com/june29)
- [『未来型国家エストニアの挑戦 　電子政府がひらく世界』 - Amazon.co.jp](https://amzn.to/2WA9CpN)","1de5af1e-3b67-42bb-8759-5850a83be9a6","2020-05-17 23:00:00",21875224,"1822.851167"
28,"2020-05-16","EP28 高専教育と遠隔授業 現場の声を聞いてみた（ゲスト shigyo先生）","@shigyo 先生をゲストに迎えて、高専における遠隔授業、行事、就職関係、卒業研究、幼稚園・小学校の様子、学生のTwitter事情などについて話しました。","※ このエピソードでお話することはすべてゲスト様の個人的見解であって、所属組織とは無関係です。
※ 「ピー」効果音素材: [効果音ラボ](https://soundeffect-lab.info/) 様

- ゲスト: [@shigyo先生](https://twitter.com/shigyo)
- [Z-side #032:工学院大学 蒲池みゆき教授と考える、学校に行けない時の大学教育のあり方 – backspace.fm](https://backspace.fm/episode/z032/)
- 第一学年オリエンテーションで行くホテル [北海道洞爺湖温泉・洞爺サンパレスリゾート＆スパ](https://www.toyasunpalace.co.jp/)
- [Microsoft Teams](https://www.microsoft.com/ja-jp/microsoft-365/microsoft-teams/group-chat-software)
- 高専で使っているLMS [Blackboard](https://www.blackboard.com/ja-jp)

","6666de27-b7ed-4797-9df4-eaed6e01327a","2020-05-22 10:11:14",69877863,"5823.033917"
29,"2020-05-22","EP29 これだけは譲れない自分ルール募集","特別定額給付金、Twitter リプライ制限、これだけは譲れない自分ルール、最近やっていること、などについて話しました。","- [Twitter、リプライ相手を制限できる機能のテストを開始 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2005/21/news050.html)
- [ニュース📢ゆるふわ倶楽部さんのPodcastでピックアップされました｜インターネットクラブのホームページ💻](https://wwwinternet.club/news/20200521/)
- [EP28 高専教育と遠隔授業 現場の声を聞いてみた（ゲスト shigyo先生） - ゆるふわPodcast](https://yuru28.com/28)
- [富豪的プログラミング](http://www.pitecan.com/fugo.html)
- [Real World HTTP 第2版 ―歴史とコードに学ぶインターネットとウェブ技術 - Amazon.co.jp](https://amzn.to/2XndNUZ)
- [Design It! ―プログラマーのためのアーキテクティング入門 - Amazon.co.jp](https://amzn.to/2WXCB76)
","0bfa35e7-cb37-4ef9-ab2d-077d5b32e4ce","2020-05-24 23:00:00",19242173,"2405.171625"
30,"2020-05-29","EP30 いつもよりちょっとだけ短い回","グミ、お詫びと訂正、お便りコーナー、体調、新型コロナの対応と評価、ファシリテーション、ラジオ、ゆるふわ倶楽部 YouTube動画などについて話しました。","* [ブルボン フェットチーネグミ - Amazon.co.jp](https://amzn.to/2MiwO5K)
* [不二家 アンパンマングミ（ぶどう） - Amazon.co.jp](https://amzn.to/2TRVpCY)
* [はちみつねり梅 ３３ｇ 通販 | 無印良品](https://www.muji.com/jp/ja/store/cmdty/detail/4547315303809)
* お詫びと訂正
* [さけるチーズ（ハラペコかいじゅう　サッガス篇）15秒 - YouTube](https://www.youtube.com/watch?v=gQevXEsibzs)
* お便りコーナー
* [EP29 これだけは譲れない自分ルール募集 - ゆるふわPodcast](https://yuru28.com/29)
* 体調
* 新型コロナ対応 評価の難しさ
* [西浦博 - Wikipedia](https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%B5%A6%E5%8D%9A)
* [早期の出勤禁止が奏功？　米NY州より感染少ないCA州 [新型コロナウイルス]：朝日新聞デジタル](https://www.asahi.com/articles/ASN476GMTN47UHBI023.html)
* [Rebuild: 236: Udon Newbie (higepon)](https://rebuild.fm/236/)
* [higeponさんはTwitterを使っています 「以前も書いたけど。良いプロジェクトマネジメントは地味だし評価されづらい。あらかじめ起きそうな失敗を先まわりして避けたり。うまく立ちまわって遅れを阻止したりする。実は失敗や遅延してリカバリした方がドラマティックで評価されやすい。」 / Twitter](https://twitter.com/HigeponJa/status/1095327870010851328)
* ファシリテーション
* [鷲崎健さん (@WashizakiTake) / Twitter](https://twitter.com/WashizakiTake)
* [よっぴー/吉田尚記さん (@yoshidahisanori) / Twitter](https://twitter.com/yoshidahisanori)
* [福山雅治と荘口彰久の「地底人ラジオ」](https://chiteijinradio.com)
* [allnightnippon オールナイトニッポンサタデースペシャル　福山雅治の魂のラジオ](http://www.allnightnippon.com/fukuyama/)
* Podcast編集の動画
* [吉田製作所 - YouTube](https://www.youtube.com/channel/UC9WJo5ZJVXMZiA5XV2jLx5Q)","16e82138-6d34-4942-bbb4-e58713ecc6d1","2020-05-31 23:00:00",19689123,"1640.672667"
31,"2020-06-05","EP31 リモートワークと新人研修 現場の声を聞いてみた","吉祥寺pm 22 #kichijojipm でLTしてきた告知、リモート新人研修 研修担当が語るメリット・デメリットなどについて話しました。","* 【お知らせ】吉祥寺pm 第22回（オンライン）でLTしてきました
* [吉祥寺.pm22【オンライン】 - connpass](https://kichijojipm.connpass.com/event/177459/)
* [ゆるふわなPodcastのすすめ / kichijojipm-22 - Speaker Deck](https://speakerdeck.com/mktakuya/kichijojipm-22)
* [#kichijojipm - Twitter検索 / Twitter](https://twitter.com/hashtag/kichijojipm)
* リモート新人研修
* [阿部寛のホームページ](http://abehiroshi.la.coocan.jp/)
* [Microsoft Teams](https://www.microsoft.com/ja-jp/microsoft-365/microsoft-teams/group-chat-software)
* [EP28 高専教育と遠隔授業 現場の声を聞いてみた（ゲスト shigyo先生） - ゆるふわPodcast](https://yuru28.com/28)
* [◆◆◆東京アラート発動中◆◆◆｜東京都防災ホームページ](https://www.bousai.metro.tokyo.lg.jp/1007942/1008167.html)
* [Remo - ビデオ会議サービス](https://remo.co/)
","ad565518-bb92-4af2-990d-ca95da00220e","2020-06-07 23:00:00",27895216,"2324.53225"
